username, created_at, lng, lat, text
hiiralph, Tue Jan 26 06:09:34 +0000 2021, -95.446486, 29.838495, https://t.co/Xeci7oE1Np 
shakkazulu, Tue Jan 26 06:09:34 +0000 2021, -94.822776, 29.287575, If 120 years is Ancient, what is 1200 years or 12000 years??? https://t.co/q0XCHx33qN 
wallydubz, Tue Jan 26 06:09:34 +0000 2021, -70.292545, 43.696187, @MoMo_Lives What do you know about Ray Finkle? 
jasm0neyman, Tue Jan 26 06:09:35 +0000 2021, -89.266508, 39.739300, @ttiredyama ayo i love carson 
iembot_rlx, Tue Jan 26 06:09:35 +0000 2021, -82.270000, 39.250000, [Delayed Report] On Jan 25, at 7:00 AM EST, 5 WNW Albany [Vinton Co, OH] COCORAHS reports SNOW of 0.10 INCH. 24-HOU… https://t.co/kmdKtJOXCb 
_balushi99, Tue Jan 26 06:09:35 +0000 2021, -122.630908, 45.536402, @Adil_Alzadjali_ انا متكبر ؟ عيب عليك والله 😔 
anyway0jffg, Tue Jan 26 06:09:35 +0000 2021, -82.665911, 28.300058, @SenTinaSmith @POTUS 1222, https://t.co/ZOqXh3xPia 
sefira, Tue Jan 26 06:09:35 +0000 2021, -87.732013, 41.833585, “Promising Young Woman” had so many relatable scenes. It was very cathartic to watch, but also very, very sad. 
traill_, Tue Jan 26 06:09:36 +0000 2021, -92.701944, 32.527726, @7lattt @trimellcarey Boy tapped out 7 
iembot_rlx, Tue Jan 26 06:09:36 +0000 2021, -82.000000, 39.550000, [Delayed Report] On Jan 25, at 7:00 AM EST, 6 NE Glouster [Morgan Co, OH] COCORAHS reports SNOW of 0.30 INCH. 24-HO… https://t.co/juk3HIcuez 
livmoods, Tue Jan 26 06:09:36 +0000 2021, -104.976767, 39.534794, @BlazeOn325 I feel personally responsible 😭 
MattIsElite2, Tue Jan 26 06:09:36 +0000 2021, -86.441236, 39.766555, @johnw93705758 Astros the only thing you think about lmao 
_mere1k, Tue Jan 26 06:09:36 +0000 2021, -83.173867, 32.678207, 🥺🥺 
_CrystelO_, Tue Jan 26 06:09:36 +0000 2021, -82.669467, 40.365160, tatti son is literally such a happy ass baby. i hope my son is the same way 😭 
iembot_rlx, Tue Jan 26 06:09:37 +0000 2021, -81.560000, 39.280000, [Delayed Report] On Jan 25, at 7:00 AM EST, Parkersburg [Wood Co, WV] CO-OP OBSERVER reports SNOW of 0.50 INCH. 24-… https://t.co/p2hHB3wo1b 
Escape_TheVoid, Tue Jan 26 06:09:37 +0000 2021, -98.000150, 26.299832, @lloudnclearr @skattboard_ This cap 
Neccy_Pooh, Tue Jan 26 06:09:37 +0000 2021, -96.761753, 32.819858, im just happy 
meredithfl0yd, Tue Jan 26 06:09:37 +0000 2021, -74.184848, 40.734494, @banaryyy YOU’RE A CLOWN SON 😭😂😂😂😂 *waiting* 
DJBurnfanpage, Tue Jan 26 06:09:38 +0000 2021, -118.346153, 33.953633, @wsbradio Unity will come after those who committed the crime do the time, unity will come after I get closure https://t.co/UbR2XOOzmK 
iembot_rlx, Tue Jan 26 06:09:38 +0000 2021, -81.720000, 38.310000, [Delayed Report] On Jan 25, at 7:00 AM EST, Southridge NWS [Kanawha Co, WV] CO-OP OBSERVER reports SNOW of 0.10 INC… https://t.co/qkl1lkpQgR 
ProfOzzy, Tue Jan 26 06:09:38 +0000 2021, -76.620482, 39.284713, One Fucking Hundred YearsOne Hundred Fucking YearsSo many possibilities 
ParedesIi, Tue Jan 26 06:09:38 +0000 2021, -96.761753, 32.819858, @_SOMETHlNGGOOD https://t.co/1W43UtxPql 
2trillbxtch, Tue Jan 26 06:09:38 +0000 2021, -91.090800, 30.459100, no feelings involved 
QualOverQuan, Tue Jan 26 06:09:38 +0000 2021, -118.411907, 34.020789, @__ItsKen_ @daasTRILL Saw that earlier, and had to see myself to the door. 
everyEarthquake, Tue Jan 26 06:09:38 +0000 2021, -116.795830, 33.493832, USGS reports a M1.14 earthquake, 9km NE of Aguanga, CA on 1/26/21 @ 6:06:52 UTC https://t.co/UZJS5tqpJe #earthquake 
laurenskool, Tue Jan 26 06:09:38 +0000 2021, -110.044783, 46.679800, https://t.co/XbtXdYTJnq 
rollgrint, Tue Jan 26 06:09:38 +0000 2021, -79.272570, 43.629311, I still want to do everything in the world with you 💔 
iembot_rlx, Tue Jan 26 06:09:39 +0000 2021, -80.030000, 39.310000, [Delayed Report] On Jan 25, at 7:00 AM EST, Tygart Lake [Taylor Co, WV] CO-OP OBSERVER reports SNOW of 0.20 INCH. 2… https://t.co/KHpIqBewjb 
drbeaul98512, Tue Jan 26 06:09:39 +0000 2021, -122.935226, 46.971318, These companies suck. 
KpopWithV, Tue Jan 26 06:09:39 +0000 2021, -80.846785, 35.209059, This is proof that NCiTy is just chaotic fun .I love it 💚 
agunnwrites, Tue Jan 26 06:09:39 +0000 2021, -106.632718, 35.117002, The meltdown is just pure, unmitigated catharsis. 
nolimitdajon202, Tue Jan 26 06:09:39 +0000 2021, -77.014398, 38.898603, @RealFreakShitTx Right of course 
Mattmilladb8, Tue Jan 26 06:09:39 +0000 2021, -111.872869, 40.498391, @Svengelskamann1 Reminds me of the phrase ‘sexual preference’, which was changed to seem offense when it’s used to… https://t.co/YXGJzjPKPt 
kaihuber_, Tue Jan 26 06:09:39 +0000 2021, -117.851089, 33.842863, finally got my unemployment again after 2 months😩😩 
Xevran01, Tue Jan 26 06:09:40 +0000 2021, -90.011008, 29.982601, @WEJUSTNEEDMONEH @etliosK 
SecretsUnknown5, Tue Jan 26 06:09:40 +0000 2021, -76.908404, 38.750322, Does anyone have an unexplainable story or video that they’d like to share you can dm me and I’ll post it 
iembot_rlx, Tue Jan 26 06:09:40 +0000 2021, -80.660000, 39.420000, [Delayed Report] On Jan 25, at 7:00 AM EST, 2 NNW Center Point [Doddridge Co, WV] COCORAHS reports SNOW of 0.20 INC… https://t.co/eK3Ol2YepV 
sadskateallday, Tue Jan 26 06:09:40 +0000 2021, -118.411907, 34.020789, Welcome To The SAD World Black Tees available online 🚀 shop https://t.co/erRcY1Y5Lo ! #SADskateco #losangeles… https://t.co/C6nh4Be1N8 
newtoqueencity, Tue Jan 26 06:09:40 +0000 2021, -80.846785, 35.209059, I need this treatment. My mouth is open too 
BucketyBoo_96, Tue Jan 26 06:09:40 +0000 2021, -97.135638, 32.701850, I really forgot to submit the one assignment I had to do even though I had it completed a week in advance and didn’… https://t.co/vQrdBB5EuW 
12196147307, Tue Jan 26 06:09:40 +0000 2021, -87.327733, 41.585849, @hoesloveholly Happy Birthday 🎂 🎉 🎁 🥳 🎈 🎊 
SooooVain, Tue Jan 26 06:09:40 +0000 2021, -83.173867, 32.678207, @EarthDemocrat I’ll tag you on the post. 
iembot_rlx, Tue Jan 26 06:09:41 +0000 2021, -80.940000, 38.950000, [Delayed Report] On Jan 25, at 7:00 AM EST, 6 W Glenville [Gilmer Co, WV] COCORAHS reports SNOW of 0.50 INCH. 24-HO… https://t.co/o30wuEqvG1 
MixedGirlMane, Tue Jan 26 06:09:41 +0000 2021, -118.411907, 34.020789, @ThatCoolBlkNerd *ckubhouse 
manonbanta, Tue Jan 26 06:09:41 +0000 2021, -118.411907, 34.020789, @molly_knight Aren’t the early days of a relationship great? 
LarryKentDenni1, Tue Jan 26 06:09:41 +0000 2021, -103.205759, 40.627351, Trump should move back to New York.  Run against Chuckie in 2022! Then run for the WH In 2024!! 
DayyyMoney, Tue Jan 26 06:09:41 +0000 2021, -75.386460, 39.145024, I'll never forget when bro sent me that kobe text... my feelings immediately were hurt i said " don't play like that" 😕 
1Karot, Tue Jan 26 06:09:41 +0000 2021, -87.967292, 43.056722, If my Dick had something to do with it SHE WAS CUMMIN 
xDarthSTYXx, Tue Jan 26 06:09:41 +0000 2021, -100.790672, 41.124288, @GodotIsW8ing4U @walt_latham @BoundingComics So, you aren't patient enough to read a different writing style. That'… https://t.co/YB8d9EqlHZ 
iembot_rlx, Tue Jan 26 06:09:42 +0000 2021, -81.670000, 38.350000, [Delayed Report] On Jan 25, at 7:00 AM EST, 2 W Charleston [Kanawha Co, WV] COCORAHS reports SNOW of 0.20 INCH. 24-… https://t.co/oW05wNNBi5 
gummogal, Tue Jan 26 06:09:42 +0000 2021, -122.330602, 47.614817, saw this on insta today....this is the epitome of sex appeal https://t.co/OUEEcQNOkR 
saraa_llanos, Tue Jan 26 06:09:42 +0000 2021, -117.603783, 34.045158, I love my students they hype me up so much 🤣 
teslaunivrse, Tue Jan 26 06:09:42 +0000 2021, -74.063787, 40.778489, Cheers Governor @chamath https://t.co/8n6HLoamVJ 
_ItsLoBaby, Tue Jan 26 06:09:42 +0000 2021, -84.578994, 33.551151, It’s sad that men think that their opinion on women’s fashion is relevant ! worry bout yo family dawg 😂😩 https://t.co/hS0WHHyoLO 
newrealization, Tue Jan 26 06:09:42 +0000 2021, -96.972913, 28.802534, I love how sweet I smell straight out the shower 🥵 
JoseGandhy, Tue Jan 26 06:09:43 +0000 2021, -107.342056, 24.662488, @RicardoAngulo5 @_UnJaibo Según provocas más flujo sanguíneo y se te pone dura como roca la Verga, para dar duro contra el muro. 
HexTomBombadil, Tue Jan 26 06:09:43 +0000 2021, -79.420865, 38.003376, 🔥He told me also that these wolfish men who are now Communists had been born in the the Church whose bitter enemies… https://t.co/wrnfVfFEOB 
iembot_rlx, Tue Jan 26 06:09:43 +0000 2021, -81.680000, 38.340000, [Delayed Report] On Jan 25, at 7:00 AM EST, 3 W Charleston [Kanawha Co, WV] COCORAHS reports SNOW of 0.10 INCH. 24-… https://t.co/l9tfb2NGdr 
marckodadon, Tue Jan 26 06:09:43 +0000 2021, -77.429164, 37.244620, Nah I can’t wait to do this 
DJBurnfanpage, Tue Jan 26 06:09:43 +0000 2021, -118.346153, 33.953633, @WashTimes @ckchumley @WashTimesOpEd Unity will come after those who committed the crime do the time, unity will co… https://t.co/FWF3FKEHrP 
badass1972, Tue Jan 26 06:09:43 +0000 2021, -118.338504, 34.116391, @NateRockQuarry All over this !! Thanks brother 🙏 Stay strong brother 💪 
iamJustifieddd, Tue Jan 26 06:09:43 +0000 2021, -81.367773, 28.501678, @__therealjenny Come on Jesus!!! ✝️ https://t.co/0dvHcbx5II 
iembot_rlx, Tue Jan 26 06:09:44 +0000 2021, -81.840000, 38.350000, [Delayed Report] On Jan 25, at 7:00 AM EST, 2 SW ST. Albans [Kanawha Co, WV] COCORAHS reports SNOW of 0.10 INCH. 24… https://t.co/9ChEC0EBqJ 
mariahmagicmouf, Tue Jan 26 06:09:44 +0000 2021, -84.151209, 31.649873, A big black Dick 😩 
Buffalo1188, Tue Jan 26 06:09:44 +0000 2021, -116.979453, 33.784916, @CardPurchaser Any help on price of these? Found in an old box. 1994 finest refractors. Thanks https://t.co/e9jDKn8uxy 
bitcrazed, Tue Jan 26 06:09:44 +0000 2021, -120.882482, 47.273022, @JorgeArteiro Thank you. Can't wait to see the English version 😜 
305_HighGuy_305, Tue Jan 26 06:09:44 +0000 2021, -80.187553, 25.868938, Niggas be 40 years old trynna sneaky link. SMH Nigga go get married😂. 
JenniSabiston, Tue Jan 26 06:09:44 +0000 2021, -81.816602, 26.674996, @maple_vine @ThatEricAlper Take me back 🤗 
mikkiowens_, Tue Jan 26 06:09:44 +0000 2021, -100.076888, 31.168893, If you’re in your 20s still prank calling pls grow up😳 
carolzinhakkj, Tue Jan 26 06:09:45 +0000 2021, -104.922093, 39.713563, VAI SE FUDER KKKKKKKKKKKKKKKKKKKKMKKKKKKKK 
chnyngcllamrn, Tue Jan 26 06:09:45 +0000 2021, -122.818486, 49.111519, @frentszn Papakainin ko den ng tinapay baby G ko HHAHAHAHHA #malusog 
JasmynElaine, Tue Jan 26 06:09:45 +0000 2021, -157.999685, 21.473933, lame...not instagrammable and no way i’m hiking back to get it again 🤦🏾‍♀️ 
iembot_rlx, Tue Jan 26 06:09:45 +0000 2021, -80.650000, 38.340000, [Delayed Report] On Jan 25, at 7:00 AM EST, 1 NE Craigsville [Nicholas Co, WV] COCORAHS reports SNOW of 1.00 INCH.… https://t.co/1CSKxOjLBS 
justinkichlerr, Tue Jan 26 06:09:45 +0000 2021, -117.947887, 33.924881, I’m not mentally prepared for all the Kobe stuff tomorrow... still seems so unreal 
GE0V4NNI, Tue Jan 26 06:09:45 +0000 2021, -97.935192, 29.895606, Barely eating my first meal of the day 
JEGuerraF, Tue Jan 26 06:09:45 +0000 2021, -111.498181, 28.969863, Rumbo a Cajeme, nos agarró la lluvia! https://t.co/a9fWEsvFZo 
copycatchiller, Tue Jan 26 06:09:46 +0000 2021, -122.435979, 37.770657, @DeskLxmp me too 
iembot_rlx, Tue Jan 26 06:09:46 +0000 2021, -79.960000, 38.360000, [Delayed Report] On Jan 25, at 7:00 AM EST, 4 SW Cass [Pocahontas Co, WV] COCORAHS reports SNOW of 0.80 INCH. 24-HO… https://t.co/sVu2rPGj8n 
johnjpollard, Tue Jan 26 06:09:46 +0000 2021, -80.247682, 43.596625, https://t.co/haCoLnwt5W 
naIg0na, Tue Jan 26 06:09:46 +0000 2021, -111.928142, 33.392884, @SauceitupG A lint roller 
JoSocVenecola, Tue Jan 26 06:09:47 +0000 2021, -95.446486, 29.838495, Recuerda, nunca luches con un cerdo. Ambos se ensuciarán, pero el cerdo lo disfrutará. - Inspírate y ten un buen dí… https://t.co/gtaD7YJrHh 
iembot_rlx, Tue Jan 26 06:09:47 +0000 2021, -80.960000, 39.270000, [Delayed Report] On Jan 25, at 7:00 AM EST, 1 ESE Pennsboro [Ritchie Co, WV] COCORAHS reports SNOW of 0.10 INCH. 24… https://t.co/PBZKUfulD0 
TheKenzo_x, Tue Jan 26 06:09:47 +0000 2021, -117.104989, 32.810012, @rickeightsix @Swagg Warzone was never fun. The whole idea of someone camping till the end of the game just for him… https://t.co/gDcncHqEO2 
JoSocVenecola, Tue Jan 26 06:09:47 +0000 2021, -95.446486, 29.838495, Lo dirigí a tu casa. Recibe su luz y gracia, pero no lo guardes en tu casa. Envíalo a aquellos a quienes amas y quieres ver triunfar. 
dscott052, Tue Jan 26 06:09:47 +0000 2021, -122.405221, 48.746091, @coopy1211 That's Marley who belongs to one of the couples I sit next to at the Loo! Cute little guy. Takes him a d… https://t.co/Ip41ZfvYOF 
love_mylife2012, Tue Jan 26 06:09:47 +0000 2021, -79.861034, 35.170499, ❤️ yourself f the opinions of others 
My_Opinion1982, Tue Jan 26 06:09:47 +0000 2021, -84.433106, 33.767195, One thing i hate about going home to S.A. for holidays is that, for a month after coming back from holidays, my bod… https://t.co/c0Kn3oKdYr 
j_lee704, Tue Jan 26 06:09:48 +0000 2021, -80.649824, 35.064324, Aight man this thang hittin keep an eye out for the release promo im about to do bc sheeeeesh 
iembot_rlx, Tue Jan 26 06:09:48 +0000 2021, -80.860000, 39.470000, [Delayed Report] On Jan 25, at 7:00 AM EST, 3 ESE Middlebourne [Tyler Co, WV] COCORAHS reports SNOW of 0.10 INCH. 2… https://t.co/Q2YOVR1GwZ 
notkobyocho, Tue Jan 26 06:09:48 +0000 2021, -85.722346, 38.195555, Wit plan time Batman gonna use the same electro magnetic equipment Bounty Hunters and Shock troopers use to weaken… https://t.co/Z15Icxf5ww 
SeachickenB, Tue Jan 26 06:09:48 +0000 2021, -122.305490, 47.655466, I am gonn break richard #sherman's jaw when he hasnomoney back in #africa thief nagger monkey 
1RayJ, Tue Jan 26 06:09:48 +0000 2021, -117.017630, 32.769690, I don't believe you 😁 
KathyAlbers, Tue Jan 26 06:09:48 +0000 2021, -86.680738, 32.576227, @KwikWarren @MTrued It is an act.  He needs to be tone it down.  Either he needs to go back to the House, preach in… https://t.co/oB6mTdr39m 
RayvenMoon, Tue Jan 26 06:09:48 +0000 2021, -70.292545, 43.696187, @BuckarooBonnzai Also correct 
jeemstate, Tue Jan 26 06:09:49 +0000 2021, -112.124676, 33.552863, we are delighting in the finest cuisines this evening I see 
JOZR_93, Tue Jan 26 06:09:48 +0000 2021, -117.172543, 32.650102, This weather got me like https://t.co/baMqnpkRrO 
tyteanaa__, Tue Jan 26 06:09:49 +0000 2021, -82.669467, 40.365160, 🥺🥺🥺 
Justoo_, Tue Jan 26 06:09:49 +0000 2021, -76.255686, 36.895082, 🖤 https://t.co/wYkseQcF8y 
SRTMC, Tue Jan 26 06:09:49 +0000 2021, -118.559763, 46.794765, Updated: SR-26 from US-395 to Washtucna: Bare and wet, ice in places. 
iembot_rlx, Tue Jan 26 06:09:49 +0000 2021, -81.410000, 39.160000, [Delayed Report] On Jan 25, at 7:00 AM EST, 2 SW Walker [Wood Co, WV] COCORAHS reports SNOW of 0.30 INCH. 24-HOUR S… https://t.co/uC3waqZRxL 
AMR_designs1, Tue Jan 26 06:09:49 +0000 2021, -117.673254, 33.987333, @LoriGreiner @CedEntertainer @MillionaireTV @ABCSharkTank @squattypotty D 
AJMoore_13, Tue Jan 26 06:09:49 +0000 2021, -86.391835, 39.767224, wow 
iembot_rlx, Tue Jan 26 06:09:50 +0000 2021, -82.130000, 39.470000, [Delayed Report] On Jan 25, at 7:30 AM EST, 4 SW Glouster [Athens Co, OH] COCORAHS reports SNOW of 0.30 INCH. 24-HO… https://t.co/Gf416hYIe2 
LIZBAZURTOG, Tue Jan 26 06:09:50 +0000 2021, -118.411907, 34.020789, Hey!! @ParikPatelCFA Wake up! Control your son!! 
e_m_d22, Tue Jan 26 06:09:50 +0000 2021, -121.873730, 37.331159, Yeah, he’s def trolling us 
Dmv_Scott, Tue Jan 26 06:09:51 +0000 2021, -76.772239, 38.936694, Among us lsdwkf 
jrattler9, Tue Jan 26 06:09:51 +0000 2021, -114.031150, 46.879100, Wow two weeks @WWEAsuka and @AlexaBliss_WWE had some amazing matches and sent us home with a good night. Awesome ma… https://t.co/5Hf1aFXYNj 
revmaddog1948, Tue Jan 26 06:09:51 +0000 2021, -86.328023, 41.337732, #BidenRemorse 
iembot_rlx, Tue Jan 26 06:09:51 +0000 2021, -80.730000, 39.270000, [Delayed Report] On Jan 25, at 7:30 AM EST, 3 SE West Union [Doddridge Co, WV] COCORAHS reports SNOW of 0.10 INCH.… https://t.co/A8S7zURrSX 
CliffEmA11, Tue Jan 26 06:09:51 +0000 2021, -117.656773, 33.603508, https://t.co/Fmgm1mFgFo 
sewsybaby, Tue Jan 26 06:09:51 +0000 2021, -118.411907, 34.020789, mac millers best day ever doesnt resonate with me anymore, i wanna kms and thats a happy mixtape 
MarkAGunnels, Tue Jan 26 06:09:51 +0000 2021, -118.411907, 34.020789, @SirBruceth Just facts bro. 
ZekeGonZaldi, Tue Jan 26 06:09:52 +0000 2021, -85.491540, 32.597245, The Bo Nix effect 
k_jamilia, Tue Jan 26 06:09:52 +0000 2021, -86.791549, 36.200008, It’s these adults that be fake crying like toddlers for me 😂😂😂😂😂. 
jahmesssss, Tue Jan 26 06:09:52 +0000 2021, -76.960765, 38.999040, @KniyaMckenziee yooo chill 😂😂 everyone can be boo'd up but me? 
iembot_rlx, Tue Jan 26 06:09:52 +0000 2021, -82.030000, 38.420000, [Delayed Report] On Jan 25, at 7:30 AM EST, 2 SSW Hurricane [Putnam Co, WV] COCORAHS reports SNOW of 0.10 INCH. 24-… https://t.co/vDelNsXwEO 
HonestyKLewis, Tue Jan 26 06:09:52 +0000 2021, -98.716992, 35.309047, @_JadaPatrice and she knew better than to even come to practice or cheer with 30 inch heavy braids that would hurt… https://t.co/P78Iq1okrM 
Og_Big_Norman, Tue Jan 26 06:09:52 +0000 2021, -96.761753, 32.819858, @NickBrasi_ Man lol 
parkskieth, Tue Jan 26 06:09:52 +0000 2021, -77.477105, 39.031160, @DanRather Aliens 
flyinkmack, Tue Jan 26 06:09:52 +0000 2021, -96.761753, 32.819858, @chamath 💯 
laquialene69, Tue Jan 26 06:09:52 +0000 2021, -88.161555, 30.683649, @Joeko5150 @JuliusFnDiamond @born_rheumatic @JoshuaPotash Maybe you will like this one better, yes?https://t.co/71lJDixvSm 
chrispraterr, Tue Jan 26 06:09:52 +0000 2021, -79.860290, 36.594297, I’m nauseous I’m dyinnnnnnnn 
RosenbaumRyan, Tue Jan 26 06:09:52 +0000 2021, -75.137862, 40.184348, Some general life goals: Swim a mile, learn to make a perfect cheesecake, make sure my children never become Dallas… https://t.co/momDNhd5Gl 
SwayyVibess, Tue Jan 26 06:09:52 +0000 2021, -89.876449, 32.571032, Tony Toné Toni had no reason to snap that hard on "Anniversary"... 🤧 
DJBurnfanpage, Tue Jan 26 06:09:53 +0000 2021, -118.346153, 33.953633, @NakabuyeHildaF @JoeBiden @KamalaHarris @Fridays4future Unity will come after those who committed the crime do the… https://t.co/f6rffSFEmp 
iembot_rlx, Tue Jan 26 06:09:53 +0000 2021, -79.770000, 38.530000, [Delayed Report] On Jan 25, at 7:30 AM EST, 1 S Bartow [Pocahontas Co, WV] CO-OP OBSERVER reports SNOW of 3.00 INCH… https://t.co/p2wMdpJhnE 
Gamercore, Tue Jan 26 06:09:53 +0000 2021, -117.294096, 34.134925, @WhatTheBit Don’t get sucked in. 
99Miami_, Tue Jan 26 06:09:53 +0000 2021, -118.411907, 34.020789, Enjoy a coke https://t.co/TSmvt0ndmD 
TheOnlyJesseOgg, Tue Jan 26 06:09:53 +0000 2021, -93.819637, 42.463868, @PeakRussWest24 💜💛 
avkaur13, Tue Jan 26 06:09:53 +0000 2021, -122.149397, 47.862766, #FarmersProstests 
rissa_acklns, Tue Jan 26 06:09:54 +0000 2021, -111.880874, 33.282450, You know what this year ima order myself one of those mf flower bears I see everywhere 
iembot_rlx, Tue Jan 26 06:09:54 +0000 2021, -82.130000, 39.470000, [Delayed Report] On Jan 25, at 7:30 AM EST, 4 SW Glouster [Athens Co, OH] COCORAHS reports SNOW of 0.30 INCH. SNOW… https://t.co/YpEXppRdNK 
andrew_a_smith, Tue Jan 26 06:09:54 +0000 2021, -118.411907, 34.020789, Further proof @GavinNewsom is a fucking idiot 
JordanDonahue23, Tue Jan 26 06:09:54 +0000 2021, -112.124676, 33.552863, Dear @espn please never have bill walton ever commentate a game ever again 
